date,trend_slug,trend_label,average_relative_interest,countries_available,start_date,months_from_start
2014-06-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-50
2014-06-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-98
2014-06-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-99
2014-06-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-50
2014-07-01,camelbak_water_bottle,CamelBak,0.007692307692307692,6,2012-02-01,29
2014-07-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-71
2014-07-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-49
2014-07-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-97
2014-07-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-98
2014-07-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-49
2014-08-01,camelbak_water_bottle,CamelBak,0.0078125,6,2012-02-01,30
2014-08-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-70
2014-08-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-48
2014-08-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-96
2014-08-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-97
2014-08-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-48
2014-09-01,camelbak_water_bottle,CamelBak,0.0078125,6,2012-02-01,31
2014-09-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-69
2014-09-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-47
2014-09-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-95
2014-09-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-96
2014-09-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-47
2014-10-01,camelbak_water_bottle,CamelBak,0.00847457627118644,6,2012-02-01,32
2014-10-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-68
2014-10-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-46
2014-10-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-94
2014-10-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-95
2014-10-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-46
2014-11-01,camelbak_water_bottle,CamelBak,0.009259259259259259,6,2012-02-01,33
2014-11-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-67
2014-11-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-45
2014-11-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-93
2014-11-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-94
2014-11-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-45
2014-12-01,camelbak_water_bottle,CamelBak,0.009259259259259259,6,2012-02-01,34
2014-12-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-66
2014-12-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-44
2014-12-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-92
2014-12-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-93
2014-12-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-44
2015-01-01,camelbak_water_bottle,CamelBak,0.008620689655172415,6,2012-02-01,35
2015-01-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-65
2015-01-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-43
2015-01-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-91
2015-01-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-92
2015-01-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-43
2015-02-01,camelbak_water_bottle,CamelBak,0.00819672131147541,6,2012-02-01,36
2015-02-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-64
2015-02-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-42
2015-02-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-90
2015-02-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-91
2015-02-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-42
2015-03-01,camelbak_water_bottle,CamelBak,0.008064516129032258,6,2012-02-01,37
2015-03-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-63
2015-03-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-41
2015-03-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-89
2015-03-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-90
2015-03-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-41
2015-04-01,camelbak_water_bottle,CamelBak,0.0078125,6,2012-02-01,38
2015-04-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-62
2015-04-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-40
2015-04-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-88
2015-04-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-89
2015-04-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-40
2015-05-01,camelbak_water_bottle,CamelBak,0.007352941176470587,6,2012-02-01,39
2015-05-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-61
2015-05-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-39
2015-05-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-87
2015-05-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-88
2015-05-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-39
2015-06-01,camelbak_water_bottle,CamelBak,0.006756756756756756,6,2012-02-01,40
2015-06-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-60
2015-06-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-38
2015-06-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-86
2015-06-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-87
2015-06-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-38
2015-07-01,camelbak_water_bottle,CamelBak,0.01848370927318296,6,2012-02-01,41
2015-07-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-59
2015-07-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-37
2015-07-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-85
2015-07-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-86
2015-07-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-37
2015-08-01,camelbak_water_bottle,CamelBak,0.024439102564102564,6,2012-02-01,42
2015-08-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-58
2015-08-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-36
2015-08-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-84
2015-08-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-85
2015-08-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-36
2015-09-01,camelbak_water_bottle,CamelBak,0.02438868976503385,6,2012-02-01,43
2015-09-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-57
2015-09-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-35
2015-09-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-83
2015-09-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-84
2015-09-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-35
2015-10-01,camelbak_water_bottle,CamelBak,0.012092758571631812,6,2012-02-01,44
2015-10-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-56
2015-10-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-34
2015-10-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-82
2015-10-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-83
2015-10-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-34
2015-11-01,camelbak_water_bottle,CamelBak,0.01173890608875129,6,2012-02-01,45
2015-11-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-55
2015-11-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-33
2015-11-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-81
2015-11-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-82
2015-11-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-33
2015-12-01,camelbak_water_bottle,CamelBak,0.010950080515297908,6,2012-02-01,46
2015-12-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-54
2015-12-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-32
2015-12-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-80
2015-12-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-81
2015-12-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-32
2016-01-01,camelbak_water_bottle,CamelBak,0.01342342342342342,6,2012-02-01,47
2016-01-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-53
2016-01-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-31
2016-01-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-79
2016-01-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-80
2016-01-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-31
2016-02-01,camelbak_water_bottle,CamelBak,0.015529715762273901,6,2012-02-01,48
2016-02-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-52
2016-02-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-30
2016-02-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-78
2016-02-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-79
2016-02-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-30
2016-03-01,camelbak_water_bottle,CamelBak,0.018822923108637396,6,2012-02-01,49
2016-03-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-51
2016-03-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-29
2016-03-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-77
2016-03-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-78
2016-03-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-29
2016-04-01,camelbak_water_bottle,CamelBak,0.019256669256669256,6,2012-02-01,50
2016-04-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-50
2016-04-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-28
2016-04-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-76
2016-04-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-77
2016-04-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-28
2016-05-01,camelbak_water_bottle,CamelBak,0.013818860877684407,6,2012-02-01,51
2016-05-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-49
2016-05-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-27
2016-05-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-75
2016-05-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-76
2016-05-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-27
2016-06-01,camelbak_water_bottle,CamelBak,0.022836847836847834,6,2012-02-01,52
2016-06-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-48
2016-06-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-26
2016-06-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-74
2016-06-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-75
2016-06-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-26
2016-07-01,camelbak_water_bottle,CamelBak,0.023241050414963455,6,2012-02-01,53
2016-07-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-47
2016-07-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-25
2016-07-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-73
2016-07-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-74
2016-07-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-25
2016-08-01,camelbak_water_bottle,CamelBak,0.02878922878922879,6,2012-02-01,54
2016-08-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-46
2016-08-01,hydro_flask_water_bottle,Hydro Flask,0.0070921985815602835,6,2018-08-01,-24
2016-08-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-72
2016-08-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-73
2016-08-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-24
2016-09-01,camelbak_water_bottle,CamelBak,0.019069069069069067,6,2012-02-01,55
2016-09-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-45
2016-09-01,hydro_flask_water_bottle,Hydro Flask,0.006535947712418301,6,2018-08-01,-23
2016-09-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-71
2016-09-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-72
2016-09-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-23
2016-10-01,camelbak_water_bottle,CamelBak,0.01422882672882673,6,2012-02-01,56
2016-10-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-44
2016-10-01,hydro_flask_water_bottle,Hydro Flask,0.006289308176100628,6,2018-08-01,-22
2016-10-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-70
2016-10-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-71
2016-10-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-22
2016-11-01,camelbak_water_bottle,CamelBak,0.02167573829977922,6,2012-02-01,57
2016-11-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-43
2016-11-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-21
2016-11-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-69
2016-11-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-70
2016-11-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-21
2016-12-01,camelbak_water_bottle,CamelBak,0.017367102612215902,6,2012-02-01,58
2016-12-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-42
2016-12-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-20
2016-12-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-68
2016-12-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-69
2016-12-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-20
2017-01-01,camelbak_water_bottle,CamelBak,0.016741940221781597,6,2012-02-01,59
2017-01-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-41
2017-01-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-19
2017-01-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-67
2017-01-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-68
2017-01-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-19
2017-02-01,camelbak_water_bottle,CamelBak,0.010205992509363297,6,2012-02-01,60
2017-02-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-40
2017-02-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-18
2017-02-01,owala_water_bottle,Owala,0.002525252525252525,6,2022-08-01,-66
2017-02-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-67
2017-02-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-18
2017-03-01,camelbak_water_bottle,CamelBak,0.01294463568559954,6,2012-02-01,61
2017-03-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-39
2017-03-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-17
2017-03-01,owala_water_bottle,Owala,0.0026881720430107525,6,2022-08-01,-65
2017-03-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-66
2017-03-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-17
2017-04-01,camelbak_water_bottle,CamelBak,0.014338235294117646,6,2012-02-01,62
2017-04-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-38
2017-04-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-16
2017-04-01,owala_water_bottle,Owala,0.0028248587570621464,6,2022-08-01,-64
2017-04-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-65
2017-04-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-16
2017-05-01,camelbak_water_bottle,CamelBak,0.013279345175896901,6,2012-02-01,63
2017-05-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-37
2017-05-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-15
2017-05-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-63
2017-05-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-64
2017-05-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-15
2017-06-01,camelbak_water_bottle,CamelBak,0.010227272727272725,6,2012-02-01,64
2017-06-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-36
2017-06-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-14
2017-06-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-62
2017-06-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-63
2017-06-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-14
2017-07-01,camelbak_water_bottle,CamelBak,0.009510658423701902,6,2012-02-01,65
2017-07-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-35
2017-07-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-13
2017-07-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-61
2017-07-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-62
2017-07-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-13
2017-08-01,camelbak_water_bottle,CamelBak,0.011355882679412092,6,2012-02-01,66
2017-08-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-34
2017-08-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-12
2017-08-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-60
2017-08-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-61
2017-08-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-12
2017-09-01,camelbak_water_bottle,CamelBak,0.013239538239538239,6,2012-02-01,67
2017-09-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-33
2017-09-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-11
2017-09-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-59
2017-09-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-60
2017-09-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-11
2017-10-01,camelbak_water_bottle,CamelBak,0.012952898550724637,6,2012-02-01,68
2017-10-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-32
2017-10-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-10
2017-10-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-58
2017-10-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-59
2017-10-01,yeti_water_bottle,Yeti,0.0070921985815602835,6,2018-08-01,-10
2017-11-01,camelbak_water_bottle,CamelBak,0.01136896390060947,6,2012-02-01,69
2017-11-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-31
2017-11-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-9
2017-11-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-57
2017-11-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-58
2017-11-01,yeti_water_bottle,Yeti,0.006410256410256411,6,2018-08-01,-9
2017-12-01,camelbak_water_bottle,CamelBak,0.016852665028515956,6,2012-02-01,70
2017-12-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-30
2017-12-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-8
2017-12-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-56
2017-12-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-57
2017-12-01,yeti_water_bottle,Yeti,0.0070076447033127045,6,2018-08-01,-8
2018-01-01,camelbak_water_bottle,CamelBak,0.015375568373765398,6,2012-02-01,71
2018-01-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-29
2018-01-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-7
2018-01-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-55
2018-01-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-56
2018-01-01,yeti_water_bottle,Yeti,0.0019157088122605363,6,2018-08-01,-7
2018-02-01,camelbak_water_bottle,CamelBak,0.013546448062912891,6,2012-02-01,72
2018-02-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-28
2018-02-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-6
2018-02-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-54
2018-02-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-55
2018-02-01,yeti_water_bottle,Yeti,0.0019379844961240308,6,2018-08-01,-6
2018-03-01,camelbak_water_bottle,CamelBak,0.0078125,6,2012-02-01,73
2018-03-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-27
2018-03-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-5
2018-03-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-53
2018-03-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-54
2018-03-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-5
2018-04-01,camelbak_water_bottle,CamelBak,0.009090909090909092,6,2012-02-01,74
2018-04-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-26
2018-04-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-4
2018-04-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-52
2018-04-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-53
2018-04-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-4
2018-05-01,camelbak_water_bottle,CamelBak,0.013578242310184526,6,2012-02-01,75
2018-05-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-25
2018-05-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-3
2018-05-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-51
2018-05-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-52
2018-05-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-3
2018-06-01,camelbak_water_bottle,CamelBak,0.015537166390508757,6,2012-02-01,76
2018-06-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-24
2018-06-01,hydro_flask_water_bottle,Hydro Flask,0.0,6,2018-08-01,-2
2018-06-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-50
2018-06-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-51
2018-06-01,yeti_water_bottle,Yeti,0.0,6,2018-08-01,-2
2018-07-01,camelbak_water_bottle,CamelBak,0.018895138220198754,6,2012-02-01,77
2018-07-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-23
2018-07-01,hydro_flask_water_bottle,Hydro Flask,0.0017006802721088437,6,2018-08-01,-1
2018-07-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-49
2018-07-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-50
2018-07-01,yeti_water_bottle,Yeti,0.0017006802721088437,6,2018-08-01,-1
2018-08-01,camelbak_water_bottle,CamelBak,0.01914043778074328,6,2012-02-01,78
2018-08-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-22
2018-08-01,hydro_flask_water_bottle,Hydro Flask,0.003367003367003367,6,2018-08-01,0
2018-08-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-48
2018-08-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-49
2018-08-01,yeti_water_bottle,Yeti,0.010155776831555946,6,2018-08-01,0
2018-09-01,camelbak_water_bottle,CamelBak,0.01796408870876956,6,2012-02-01,79
2018-09-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-21
2018-09-01,hydro_flask_water_bottle,Hydro Flask,0.0053191489361702135,6,2018-08-01,1
2018-09-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-47
2018-09-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-48
2018-09-01,yeti_water_bottle,Yeti,0.011999043116064393,6,2018-08-01,1
2018-10-01,camelbak_water_bottle,CamelBak,0.014159696512637689,6,2012-02-01,80
2018-10-01,frank_green_water_bottle,Frank Green,0.0,6,2020-06-01,-20
2018-10-01,hydro_flask_water_bottle,Hydro Flask,0.00392156862745098,6,2018-08-01,2
2018-10-01,owala_water_bottle,Owala,0.0,6,2022-08-01,-46
2018-10-01,stanley_water_bottle,Stanley,0.0,6,2022-09-01,-47
